time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-08-22T04:15:58.970Z,19.17,-65.5385,25,2.61,md,4,334,1.0737,0.15,pr,pr2018234004,2018-08-22T08:57:38.450Z,"88km NNE of Vieques, Puerto Rico",earthquake,2.12,14.83,0.42,2,reviewed,pr,pr
2018-08-22T03:41:34.906Z,69.5644,-144.346,0,3,ml,,,,0.8,ak,ak20138980,2018-08-22T03:48:14.665Z,"69km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-22T03:22:52.096Z,69.3588,-144.1273,56.2,2.5,ml,,,,0.72,ak,ak20138969,2018-08-22T03:28:01.485Z,"88km SSW of Kaktovik, Alaska",earthquake,,4.9,,,automatic,ak,ak
2018-08-22T02:56:17.670Z,50.8524,-29.9589,10,4.4,mb,,152,18.402,0.57,us,us1000gf5q,2018-08-22T03:12:51.040Z,"Northern Mid-Atlantic Ridge",earthquake,6.9,2,0.096,31,reviewed,us,us
2018-08-22T02:48:23.810Z,38.154,-112.5681667,6.19,2.66,ml,28,43,0.323,0.24,uu,uu60293887,2018-08-23T01:24:48.040Z,"15km SSE of Beaver, Utah",earthquake,0.38,0.96,0.17,10,reviewed,uu,uu
2018-08-22T02:43:44.489Z,69.4861,-144.3874,2.8,2.5,ml,,,,0.91,ak,ak20138908,2018-08-22T02:50:07.839Z,"77km SSW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2018-08-22T01:53:55.730Z,18.8816,-64.6828,33,2.76,md,11,339,1.3807,0.48,pr,pr2018234001,2018-08-22T05:35:33.678Z,"51km N of Road Town, British Virgin Islands",earthquake,4.9,29.79,0.32,7,reviewed,pr,pr
2018-08-22T01:21:57.615Z,69.4425,-144.1259,35.7,2.7,ml,,,,0.86,ak,ak20137754,2018-08-22T01:27:04.960Z,"79km SSW of Kaktovik, Alaska",earthquake,,13.3,,,automatic,ak,ak
2018-08-22T00:08:25.434Z,69.5431,-144.9264,8.4,3.2,ml,,,,0.65,ak,ak20137135,2018-08-23T01:23:32.040Z,"82km SW of Kaktovik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-08-21T23:34:32.030Z,69.572,-145.0434,13.4,3.4,ml,,,,0.76,ak,ak20136569,2018-08-25T01:45:51.040Z,"82km SW of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-08-21T22:54:20.095Z,65.1543,-167.7464,2.6,3.2,ml,,,,0.65,ak,ak20136534,2018-08-22T03:06:41.040Z,"83km SE of Little Diomede Island, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-08-21T22:32:27.010Z,-16.0169,168.1531,13.44,6.5,mww,,17,4.813,0.8,us,us1000gf2g,2018-08-22T02:59:57.729Z,"79km E of Lakatoro, Vanuatu",earthquake,6.7,3.2,0.098,10,reviewed,us,us
2018-08-21T22:27:19.449Z,69.7071,-144.173,9,2.5,ml,,,,0.93,ak,ak20135946,2018-08-21T22:33:29.469Z,"51km SSW of Kaktovik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-08-21T22:07:04.337Z,69.5788,-144.3685,0,2.9,ml,,,,0.67,ak,ak20135937,2018-08-21T22:29:34.839Z,"68km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-21T21:35:05.150Z,56.3528,-148.5922,20.58,3.6,ml,,189,2.608,0.52,us,us1000geza,2018-08-22T02:38:05.040Z,"281km ESE of Kodiak, Alaska",earthquake,3.2,9.9,0.053,46,reviewed,us,us
2018-08-21T21:31:46.070Z,10.8553,-62.8829,154.27,7.3,mww,,16,1.749,0.94,us,us1000gez7,2018-08-27T14:04:45.657Z,"30km NE of Rio Caribe, Venezuela",earthquake,6.1,2.7,0.033,88,reviewed,us,us
2018-08-21T20:34:23.380Z,65.6867,-140.2857,5,2.7,ml,,41,0.28,0.58,us,us1000gexg,2018-08-22T19:09:33.040Z,"108km NNE of Eagle Village, Alaska",earthquake,0.9,2,0.031,141,reviewed,us,us
2018-08-21T18:23:44.356Z,69.5673,-144.2138,7.4,3.6,ml,,,,1.08,ak,ak20134753,2018-08-24T21:49:08.040Z,"66km SSW of Kaktovik, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-08-21T17:42:00.184Z,69.583,-144.2035,0.1,2.5,ml,,,,0.99,ak,ak20134735,2018-08-22T18:20:58.040Z,"65km SSW of Kaktovik, Alaska",earthquake,,1.6,,,automatic,ak,ak
2018-08-21T17:30:51.220Z,19.5451,-65.0235,97,3.4,md,5,335,1.6277,0.21,pr,pr2018233005,2018-08-22T14:25:12.040Z,"155km NNW of Road Town, British Virgin Islands",earthquake,5.58,11.95,0.21,5,reviewed,pr,pr
2018-08-21T16:44:32.450Z,69.6157,-144.2434,0,3.4,ml,,,,0.73,ak,ak20134183,2018-08-25T01:56:07.040Z,"63km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-08-21T16:24:42.412Z,69.5217,-144.4957,5,3.4,ml,,,,0.95,ak,ak20134170,2018-08-21T18:53:47.376Z,"75km SSW of Kaktovik, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-08-21T16:04:10.970Z,-8.3127,116.727,10,4.5,mb,,68,2.552,0.71,us,us1000geqs,2018-08-21T17:05:17.040Z,"8km NNE of Sambelia, Indonesia",earthquake,7.6,1.9,0.118,21,reviewed,us,us
2018-08-21T15:29:04.160Z,18.2123,-68.0308,102,3.19,md,6,209,0.4625,0.35,pr,pr2018233004,2018-08-21T18:46:30.768Z,"56km SE of Punta Cana, Dominican Republic",earthquake,5.36,2.62,0.09,5,reviewed,pr,pr
2018-08-21T14:24:09.385Z,69.5385,-144.0653,0.8,2.7,ml,,,,0.73,ak,ak20133594,2018-08-21T14:29:10.642Z,"68km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-21T14:11:32.780Z,-26.7497,-71.0636,14.91,4.6,mb,,134,0.73,0.62,us,us1000geme,2018-08-21T15:01:11.040Z,"99km NW of Copiapo, Chile",earthquake,3.8,5.7,0.165,11,reviewed,us,us
2018-08-21T14:08:18.770Z,69.6427,-143.7832,12,2.6,ml,,,,0.87,ak,ak20133587,2018-08-21T14:14:18.173Z,"54km S of Kaktovik, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-08-21T13:33:20.900Z,19.166666,-155.3463287,45.35,2.76,md,27,189,0.08546,0.31,hv,hv70557982,2018-08-21T22:41:52.745Z,"14km ESE of Pahala, Hawaii",earthquake,1.31,1.66,0.24,7,automatic,hv,hv
2018-08-21T13:10:07.520Z,50.8658,-130.1228,10,4.6,mb,,156,1.283,0.7,us,us1000gel7,2018-08-21T23:34:02.228Z,"191km W of Port Hardy, Canada",earthquake,7.7,1.9,0.034,256,reviewed,us,us
2018-08-21T12:47:37.398Z,69.5214,-144.1975,6.2,3.3,ml,,,,0.86,ak,ak20133021,2018-08-21T18:27:08.892Z,"71km SSW of Kaktovik, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-08-21T11:47:00.951Z,69.6188,-144.1934,0.5,3,ml,,,,0.8,ak,ak20132488,2018-08-21T11:54:39.328Z,"61km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-21T11:25:06.898Z,69.5737,-144.7852,0,2.9,ml,,,,0.82,ak,ak20132472,2018-08-21T11:36:23.688Z,"76km SW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-21T10:56:34.780Z,-18.0553,-178.0164,594.4,4.6,mb,,60,3.755,0.99,us,us1000gejd,2018-08-21T11:12:52.040Z,"296km NNE of Ndoi Island, Fiji",earthquake,11.7,9.1,0.054,101,reviewed,us,us
2018-08-21T10:30:20.310Z,69.5859,-144.2735,0.7,3.4,ml,,,,1,ak,ak20131934,2018-08-21T10:36:03.608Z,"65km SSW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-08-21T10:27:42.364Z,69.5956,-144.2378,0.1,3.3,ml,,,,0.76,ak,ak20131927,2018-08-21T10:32:40.332Z,"64km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-21T10:08:44.665Z,69.5364,-144.0722,5,3.6,ml,,,,0.94,ak,ak20131399,2018-08-24T18:17:57.040Z,"71km SSW of Kaktovik, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-08-21T09:58:18.870Z,-17.2066,-177.9975,433.58,4.5,mb,,54,3.807,1.14,us,us1000gej4,2018-08-21T10:59:09.040Z,"292km ESE of Lambasa, Fiji",earthquake,9.9,7.3,0.077,49,reviewed,us,us
2018-08-21T09:25:18.420Z,-8.4141,26.7475,10,4.7,mb,,99,6.965,0.7,us,us1000gei8,2018-08-21T10:13:14.040Z,"131km NE of Bukama, Democratic Republic of the Congo",earthquake,11.7,1.9,0.11,25,reviewed,us,us
2018-08-21T09:11:47.453Z,69.5718,-144.1916,0.1,2.6,ml,,,,0.75,ak,ak20131383,2018-08-21T09:16:57.971Z,"66km SSW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2018-08-21T08:56:07.260Z,-18.0038,-178.3314,504.64,5.1,mb,,60,3.453,0.7,us,us1000gehv,2018-08-21T09:11:02.040Z,"295km N of Ndoi Island, Fiji",earthquake,12.6,8.8,0.107,28,reviewed,us,us
2018-08-21T08:51:06.096Z,69.5554,-144.335,0,2.5,ml,,,,0.64,ak,ak20131371,2018-08-21T08:56:42.344Z,"69km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-21T08:21:36.167Z,69.6128,-144.5972,0.1,2.5,ml,,,,0.67,ak,ak20130858,2018-08-21T08:27:59.490Z,"68km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-08-21T07:46:01.470Z,32.8464,140.6821,61.25,4.6,mb,,152,0.777,1.27,us,us1000geh8,2018-08-21T08:30:43.975Z,"86km ESE of Hachijo-jima, Japan",earthquake,10.5,7.9,0.122,20,reviewed,us,us
2018-08-21T07:39:38.570Z,-17.9772,-178.2408,557,4.2,mb,,132,3.537,0.76,us,us1000gegm,2018-08-21T08:57:36.040Z,"299km N of Ndoi Island, Fiji",earthquake,19,12.4,0.094,32,reviewed,us,us
2018-08-21T07:24:03.414Z,69.5475,-144.7435,0,3,ml,,,,0.85,ak,ak20130338,2018-08-21T07:35:22.551Z,"78km SW of Kaktovik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-08-21T07:13:08.090Z,3.7046,128.097,154.16,4.6,mb,,122,3.003,1.03,us,us1000geg7,2018-08-21T07:29:15.040Z,"218km N of Tobelo, Indonesia",earthquake,11.7,6.6,0.132,17,reviewed,us,us
2018-08-21T07:09:22.440Z,1.8899,126.5141,35,4.8,mb,,111,1.4,1.15,us,us1000geg3,2018-08-21T07:25:35.040Z,"154km NW of Kota Ternate, Indonesia",earthquake,9,2,0.092,36,reviewed,us,us
2018-08-21T06:28:57.500Z,-17.8441,-178.2063,555.43,5,mb,,246,3.565,0.66,us,us1000gef5,2018-08-21T06:46:10.040Z,"Fiji region",earthquake,23.3,18.7,0.08,50,reviewed,us,us
2018-08-21T06:24:18.650Z,-14.9376,-173.3342,20.18,5.1,mb,,60,1.822,1.49,us,us1000gef4,2018-08-21T06:44:34.040Z,"120km NNE of Hihifo, Tonga",earthquake,7.9,4.9,0.036,250,reviewed,us,us
2018-08-21T06:16:02.897Z,69.4794,-144.163,0.5,3.5,ml,,,,0.9,ak,ak20130297,2018-08-24T21:44:17.040Z,"69km SSW of Kaktovik, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-08-21T05:58:55.965Z,69.2368,-143.3943,0,2.6,ml,,,,0.73,ak,ak20129793,2018-08-21T06:02:12.326Z,"100km S of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-08-21T05:52:13.440Z,18.3211,-67.453,134,2.58,md,5,313,0.3718,0.28,pr,pr2018233002,2018-08-21T08:46:26.546Z,"21km W of Rincon, Puerto Rico",earthquake,4.99,1.69,0.23,3,reviewed,pr,pr
2018-08-21T05:47:57.450Z,-10.7099,41.3471,10,4.9,mb,,65,8.921,1.28,us,us1000geen,2018-08-21T06:09:23.040Z,"116km ESE of Madimba, Tanzania",earthquake,8,1.9,0.136,17,reviewed,us,us
2018-08-21T05:47:36.883Z,69.5387,-144.6152,5,3.3,ml,,,,0.85,ak,ak20129781,2018-08-21T15:41:29.847Z,"76km SSW of Kaktovik, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-08-21T04:59:37.540Z,19.695,-68.7485,24,2.75,md,4,317,1.2368,0.29,pr,pr2018233001,2018-08-21T08:46:03.586Z,"82km NE of Santa Barbara de Samana, Dominican Republic",earthquake,2.67,25.2,0.16,3,reviewed,pr,pr
2018-08-21T04:37:51.765Z,59.5766,-151.2496,2.1,2.6,ml,,,,0.69,ak,ak20129766,2018-08-25T10:38:33.418Z,"17km S of Fritz Creek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-08-21T04:35:58.722Z,69.5103,-144.6709,0.9,2.9,ml,,,,0.75,ak,ak20129762,2018-08-21T04:47:48.981Z,"80km SSW of Kaktovik, Alaska",earthquake,,2.6,,,automatic,ak,ak
2018-08-21T04:22:12.741Z,57.751,-156.3549,130.9,2.7,ml,,,,0.41,ak,ak20129743,2018-08-21T04:28:48.613Z,"105km S of King Salmon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-08-21T04:10:28.710Z,19.0891,121.3447,34.02,5,mb,,115,3.718,0.78,us,us1000gedj,2018-08-21T04:31:21.040Z,"56km NNE of Namuac, Philippines",earthquake,8.2,5.3,0.043,169,reviewed,us,us
